name	start	end	OEMBY1	OEMBY2	OEMBY3	OEMSY1	OEMSY2	OEMSY3	dOEM1	dOEM2	dOEM3	OEMm_BY	OEMm_SY	d_OEMm	dt_signif_RFD	dt_CEN	dt_JUNC	dt_TEL	dInit_SY_BY	dInitSY_BY_padj	dRT_SY_BY	dRT_SY_BY_padj	rif1_Hafner	rif1RBM	fkh1fkh2_Knott	ctf19_Natsume
Likely_chrXVI_14	324396	326049	-0.2248862005472904	-0.019683025538597028	-0.12483934306752437	-0.046278777571694595	-0.08716809237432163	-0.10889458564867996	0.1786074229755958	-0.06748506683572461	0.015944757418844407	-0.12313618971780392	-0.08078048519823205	0.042355704519571866	204951	238387	623621	317856	-1.4731041805789729	0.48572147838894986	-0.07298312509516003	0.36103320855459337	NA	NA	null	null
ARS1617	339331	339726	0.23647501613154556	0.06902709798981445	0.07663562626700209	-0.029620749019838945	0.12056012948354085	0.03820326236650498	-0.2660957651513845	0.0515330314937264	-0.038432363900497105	0.1273792467961207	0.043047547610068966	-0.08433169918605174	191274	224081	609315	332162	-0.10571236007205798	0.9330005068632364	0.009731418240303213	0.6313773901423972	null	null	rep	null
ARS1618	392193	392440	0.7891475055967608	0.6345876512988922	0.7749363780021667	0.5026950068291156	0.5745273633830009	0.536035256280053	-0.2864524987676452	-0.06006028791589124	-0.23890112172211375	0.7328905116326065	0.5377525421640565	-0.19513796946855008	138560	171293	556527	384950	-0.06954832301762837	0.9172816761133016	0.01327704342348257	0.549969426688801	null	null	act	null
ARS1619	425789	426015	0.6008375174148493	0.8151834796178709	0.8102328672283021	0.7157527297603926	0.9701000000411718	0.7428403698925404	0.11491521234554336	0.15491652042330095	-0.06739249733576169	0.7420846214203407	0.8095643665647017	0.06747974514436086	104985	137707	522941	418536	0.050863062080605204	0.9172816761133016	-0.08420117749469802	0.9436653178257379	null	null	act	null
ARS1620.5	464215	464462	0.39709687293056517	0.35341651269024416	0.36729449454334473	0.386875900890558	0.379354429581473	0.23846512720469507	-0.010220972040007159	0.02593791689122882	-0.12882936733864966	0.37260262672138467	0.334898485892242	-0.03770414082914267	66538	99271	484505	456972	-0.2574163508973797	0.7240510749919908	0.08045139521054612	0.12351079419257224	null	act	null	null
ARS1621	519275	519595	0.8542280601935224	0.8175234664637723	0.8702113277444216	0.6114383544134574	0.7040876540068154	0.7318317160428127	-0.24278970578006498	-0.11343581245695689	-0.13837961170160884	0.8473209514672387	0.6824525748210285	-0.16486837664621024	11405	44174	429408	512069	0.31008034916753324	0.4873427076363849	-0.23398303726194003	0.11757445827961983	null	null	act	null
Likely_chrXVI_22	560063	561946	0.15688590731495505	0.012855598691584952	0.37095023430646606	-0.49076625848714966	-0.07229519131615157	-0.2507557714251196	-0.6476521658021047	-0.08515079000773652	-0.6217060057315857	0.18023058010433535	-0.2712724070761403	-0.45150298718047566	0	2605	387839	553638	-1.986600926330176	0.28837414795161764	-0.5955089184830789	9.566994487419707e-11	NA	NA	rep	act
ARS1622	570717	570955	0.659449429691586	0.711562957973161	0.6459061353775248	0.36864784584384586	0.013419450856901114	0.2969150939745883	-0.2908015838477402	-0.6981435071162599	-0.3489910414029365	0.672306174347424	0.2263274635584451	-0.4459787107889789	45	7224	378007	563470	-1.8575575507869488	2.675675210756795e-4	-0.7096307785948637	2.4897701400098403e-11	null	NA	rep	act
ARS1622.7	590933	591381	-0.0787241047534486	0.06982825336384614	0.03164581659940675	0.036697654153131164	0.2834092951763446	0.12043472857345186	0.11542175890657977	0.21358104181249848	0.08878891197404512	0.007583321736601432	0.14684722596764255	0.13926390423104112	0	27545	357686	583791	3.0243640402656533	0.0010970611826161217	-0.1848386716871715	0.005862257146178032	NA	NA	rep	null
ARS1623	640763	641011	0.950545999419737	0.8574766667492418	0.8369000001126025	0.9485638206263622	0.7699395324810442	0.7716341188633777	-0.0019821787933748114	-0.08753713426819765	-0.06526588124922472	0.8816408887605272	0.8300458239902614	-0.05159506477026573	25762	77275	307956	633521	0.1937258322373463	0.6441005765028502	0.06936659375402487	0.2557831975082002	null	rep	act	null
ARS1624	691278	691526	0.5674655281875028	0.6292226879472235	0.6436202518911247	0.68274705165840055	0.7218838839167093	0.548578656581511	0.1152815234708977	0.09266119596948585	-0.09504159530961376	0.613436156008617	0.6510698640522069	0.03763370804358994	76277	127790	257441	684036	-0.1768404851286225	0.7879331693460745	0.06038370932187087	0.39964114518788657	null	null	null	null
ARS1625	702327	702575	0.2424000250886243	0.2098452254351842	0.15391729933669768	0.11685985581104057	0.11071044317330701	0.1391329512179616	-0.1255401692775837	-0.09913478226187718	-0.01478434811873608	0.2020541832868354	0.12223441673410305	-0.07981976655273232	87326	138839	246392	695085	-1.2110101484867515	0.24709389726811562	0.004813307874350858	0.6891499721114462	NA	NA	rep	null
Likely_chrXVI_25	735284	736097	-0.34636293461486806	-0.4935316171414729	-0.29257007360604825	-0.47907450612112695	-0.2842809727429172	-0.2878866606467479	-0.1327115715062589	0.20925064439855573	0.004683412959300359	-0.3774882084541297	-0.35041404650359737	0.027074161950532406	120283	172078	213153	728324	-1.1284536520073636	0.5165557271939466	-0.0044966605836704865	0.8128391873726943	NA	null	null	null
ARS1626.5	783812	784042	0.9357166669585488	0.8938837252654038	0.9621000000924775	0.8584072809198718	0.9699237805940372	0.8097179707510647	-0.07730938603867699	0.07604005532863334	-0.15238202934141287	0.9305667974388101	0.8793496774216579	-0.05121712001715217	123958	220315	164916	776561	0.08998617731772907	0.8487805333474666	-0.11066096074262499	0.984615140395379	null	null	act	null
ARS1627	826045	826284	0.6079480528831482	0.6663349660734336	0.30825104055305325	0.35381415685017903	0.4550175732622544	0.13152372570087512	-0.2541338960329692	-0.21131739281117917	-0.17672731485217813	0.5275113531698783	0.31345181860443616	-0.21405953456544216	81716	259961	122679	818798	-0.4367491849162368	0.5534655217274478	0.12842547307523455	0.0755399454819764	null	null	null	null
ARS1628	849538	849785	0.787868266624789	0.7463937868033687	0.7440782345591053	0.7308356951802008	0.7929685055728881	0.7859310248205739	-0.05703257144458829	0.04657471876951946	0.0418527902614686	0.759446762662421	0.7699117418578876	0.010464979195466592	58215	236464	99182	842295	-0.622111665401036	0.7240510749919908	-0.0040715204800478855	0.6313773901423972	act	null	null	null
ARS1630	887745	887992	0.44968929790681406	0.5596457801518901	0.27151619042119673	0.18988695908938685	0.22925973659561527	0.12053207758693926	-0.2598023388174272	-0.3303860435562749	-0.15098411283425747	0.42695042282663365	0.17989292442398047	-0.24705749840265318	20008	198257	60975	880502	0.026484705784958873	0.9708141956017202	0.05127557647570402	0.21003207340851412	null	null	null	null
ARS1631	939866	940112	0.4018414773439106	0.3861637315769427	0.15571308491924996	0.49801509317598847	0.3876172549087509	0.07181485974595614	0.09617361583207784	0.0014535233318081486	-0.08389822517329382	0.31457276461336775	0.3191490692768985	0.004576304663530728	9865	146136	8854	932623	-0.28633264742060893	0.7240510749919908	-0.010186749007659479	0.8753202428648423	NA	NA	null	null
ARS507	994680	994913	0.7671514347068265	0.7725222923307338	0.9034457323897598	0.8572363858549004	0.895276428033144	0.6833651618570344	0.09008495114807391	0.12275413570241023	-0.22008057053272534	0.81437315314244	0.8119593252483596	-0.0024138278940804003	64679	91329	35930	987430	0.11156298696280853	0.8533512385061859	0.03993269378451192	0.36542111326605053	null	null	act	null
ARS508	1029375	1029615	0.8322000001476019	0.91409999997784	0.8570999997780037	0.8631226222544784	0.8615999998393395	0.8440999999580542	0.030922622106876574	-0.052500000138500424	-0.012999999819949482	0.8677999999678152	0.8562742073506241	-0.01152579261719111	51385	56630	70629	1022129	0.22164390111308663	0.6771237649346123	-0.0028875426730254894	0.549969426688801	null	null	act	null
ARS510	1079839	1080081	0.8792956905600465	0.7186361458075881	0.6088473151740714	0.15941061846022744	0.16726249799806886	0.18251864980032415	-0.7198850720998191	-0.5513736478095193	-0.42632866537374725	0.735593050513902	0.16973058875287347	-0.5658624617610285	919	6165	121094	1072594	-1.7054023299920207	6.469987940824383e-4	-0.5206223491701836	2.1210917033886153e-5	null	act	null	act
ARS511	1107176	1107413	0.8662290502997005	0.7903889067032758	0.6215053150633804	0.786541199734231	0.6154206192293087	0.8201823327220789	-0.07968785056546956	-0.1749682874739671	0.1986770176586985	0.7593744240221189	0.7407147172285395	-0.018659706793579374	15175	21166	148428	1099928	0.5226198044355161	0.22604611922488219	-0.1216423839154559	0.8802884781013455	act	null	act	null
ARS511.5	1126033	1126465	-0.0069258781573434056	-0.04838875191626042	-0.03210950846295572	-0.005856830554672326	-0.018163964378176467	-0.00574284697792495	0.0010690476026710798	0.030224787538083955	0.02636666148503077	-0.029141379512186514	-0.009921213970257914	0.0192201655419286	34032	40121	167383	1118883	0.7287613784189376	0.7240510749919908	-0.21122120603191075	0.039018994239353844	NA	NA	NA	null
ARS512	1145921	1146169	0.1410518499263319	0.3684243313279975	0.2776060361699407	0.21232627481820593	0.28170586015325955	0.14717602939251437	0.07127442489187402	-0.08671847117473797	-0.1304300067774263	0.2623607391414234	0.2137360547879933	-0.04862468435343008	53920	59917	187179	1138679	0.1591116132926631	0.8533512385061859	-0.02254710072287147	0.9312013514897168	null	act	rep	null
Likely_chrV_3	1189164	1190495	0.03592556733330404	0.014862738237876396	0.07848118988422302	-0.0028207279737637887	0.07578843187641453	0.00873997961424773	-0.03874629530706783	0.06092569363853813	-0.06974121026997529	0.04308983181846782	0.027235894505632824	-0.015853937312835	97163	103701	230963	1182463	-0.13247971820712245	0.9172816761133016	0.059171544478360705	0.24256925056395032	NA	null	NA	null
ARS513.7	1211613	1211894	0.1495822844564492	0.11116880955214196	0.2760530302287839	0.1364439330625196	0.12554916435628072	-0.017253007700151587	-0.013138351393929604	0.014380354804138754	-0.2933060379289355	0.17893470807912504	0.08158002990621624	-0.09735467817290878	119612	125625	252887	1204387	0.9801266313019986	0.6771237649346123	-0.1305423492016904	0.5133538608769354	NA	NA	NA	null
ARS514	1221044	1221289	0.7582433354563829	0.7642553220919477	0.446322896858541	0.554266189172016	0.4572992883319777	0.40150551098148995	-0.20397714628436692	-0.30695603375997	-0.04481738587705103	0.6562738514689572	0.47102366282849456	-0.18525018864046264	129043	135038	262300	1213800	-0.30251400703324327	0.6146978056557075	-0.12675077473247343	0.7509619986156486	null	null	null	null
Likely_chrV_4	1249584	1250847	0.1685390527937797	0.43966303567720366	0.8092760894966277	0.5710063657805889	0.626179180520622	0.49007933249673513	0.40246731298680927	0.18651614484341839	-0.31919675699989253	0.47249272598920367	0.562421626265982	0.08992890027677838	157583	164087	258222	1242849	0.36940278413116046	0.4889869882115595	0.13028203877291644	0.0976424081838619	null	null	act	null
ARS516	1287045	1287291	0.6866837691681588	0.8231255274552566	0.6654820915175835	0.8959775448810716	0.9154572112840197	0.8903097519990404	0.20929377571291286	0.09233168382876311	0.22482766048145686	0.725097129380333	0.9005815027213773	0.17548437334104428	195044	201040	221269	1279802	0.05921326860325138	0.9124372549647082	0.014288256355328377	0.5006137825001653	null	null	act	null
ARS517	1340289	1340490	0.642652949484268	0.5459727780653698	0.19327604032979154	0.6025323614035503	0.48881298997024497	0.32325902079591656	-0.04012058808071772	-0.05715978809512484	0.12998298046612503	0.46063392262647646	0.4715347907232373	0.010900868096760826	156510	254261	168048	1333023	0.053947219842878535	0.9428925460213552	-0.08302243857187586	0.7567932834121099	null	null	null	null
ARS518	1372471	1372719	0.7590669149375824	0.8785043143364321	0.8659784441970917	0.8075543206379595	0.7788116098886513	0.774241489100169	0.04848740570037713	-0.09969270444778078	-0.0917369550969227	0.834516557823702	0.7868691398755933	-0.04764741794810878	124281	275930	135842	1365229	-0.1399909045771075	0.7995071166204998	-0.007109832249573511	0.6003558220131838	act	null	null	null
ARS520	1437546	1438471	0.7727196927848181	0.671316920230507	0.8134830511028257	0.6652657101272764	0.8613958036281635	0.732099569191428	-0.10745398265754169	0.19007888339765644	-0.08138348191139766	0.7525065547060503	0.7529203609822893	4.138062762390297e-4	58529	210517	70429	1430642	0.6093161296873584	0.09941046065392303	-0.017653616618278134	0.6962775640410599	null	null	null	null
ARS522	1488689	1488937	0.6852370512533379	0.47724490615737486	0.48374528602423916	0.6448915122024506	0.6740363029591051	0.6391388694924044	-0.040345539050887336	0.19679139680173025	0.15539358346816523	0.5487424144783173	0.6526888948846533	0.10394648040633606	8063	159712	19624	1481447	0.25899546258217043	0.6483741390446104	0.13272209607149543	0.005883386089415236	rep	NA	null	null
ARS600.4	1519737	1520893	0.08195128756782158	0.22879299218786514	-0.017851055565136408	0.18077839918711522	0.16691576252235044	0.12038627789776801	0.09882711161929364	-0.061877229665514705	0.13823733346290443	0.09763107473018344	0.1560268132024112	0.05839573847222779	0	128210	11857	1512949	1.8529626184183252	0.04223271952874112	-0.08329612864080871	0.2264676179007619	rep	act	NA	null
ARS602	1532734	1533314	0.19470358846417393	-0.07590426316103303	0.09625095874071121	-0.22026758747441427	-0.08046007741133646	-0.2516017289200666	-0.41497117593858823	-0.004555814250303422	-0.3478526876607778	0.07168342801461737	-0.18410979793527243	-0.25579322594988985	0	115501	24566	1525658	-1.13149985489542	0.28837414795161764	-0.03822171899806803	0.7538042451006722	rep	null	NA	null
Likely_chrVI_2	1561850	1563049	0.1848357276742657	0.28926669284701345	0.15357945321748653	0.3047499936322371	0.17327092992762724	0.16294280822078386	0.11991426595797139	-0.11599576291938621	0.009363355003297325	0.20922729124625522	0.21365457726021606	0.004427286013960835	20849	86076	53991	1555083	0.6497296646679604	0.7717616525990688	0.007034320490151513	0.6962775640410599	rep	null	NA	null
ARS603	1568760	1568938	0.5433143896763551	0.6002489461579137	0.2495746563433269	0.4459368278527393	0.3583235440973463	0.516257614063817	-0.09737756182361584	-0.2419254020605674	0.2666829577204901	0.46437933072586524	0.4401726620046342	-0.024206668721231044	27759	79676	60391	1561483	1.0810187505229378	0.30515965822961333	-0.041688684132344944	0.7313493040318337	rep	null	null	null
ARS603.1	1604529	1604767	0.02147389545444415	-0.030088474974036217	-0.012467104010283947	0.01635290524497566	0.05821317708641914	0.08548852526991936	-0.00512099020946849	0.08830165206045536	0.09795562928020331	-0.007027227843292004	0.05335153586710472	0.06037876371039673	14233	43877	96190	1597282	2.0949507035864903	0.20158350661082552	-0.009548303358014376	0.7694826686057618	NA	NA	null	null
ARS603.5	1618704	1619024	0.38329623978457344	0.3251812106166673	0.37047283114673935	0.6793790214529661	0.6999552248051605	0.47312810970615377	0.2960827816683927	0.37477401418849315	0.10265527855941442	0.3596500938493267	0.6174874519880935	0.25783735813876674	0	29661	110406	1611498	1.2999384945406307	0.00529993751888113	-0.09732792546624358	0.8502823267891294	null	null	null	null
ARS605	1636052	1636152	0.591110368766407	0.6682823548222533	0.4357659025947646	-0.41741392488526824	-0.28652531351193344	-0.294479104847011	-1.0085242936516752	-0.9548076683341867	-0.7302450074417757	0.565052875394475	-0.33280611441473756	-0.8978589898092125	848	12423	127644	1628736	-2.298858969416563	0.007594053834386359	-0.5555201621233741	3.581847744029447e-8	null	null	rep	act
ARS606	1667366	1667800	0.8168226987466045	0.4192291511886421	0.6945247326774159	0.6109920616807609	0.7489022043929703	0.5433826475307859	-0.2058306370658436	0.32967305320432816	-0.15114208514662997	0.6435255275375542	0.6344256378681724	-0.0090998896693818	12365	19055	101637	1660217	-0.06276133940081818	0.9172816761133016	-0.06616882217702824	0.865746274698521	null	null	null	null
ARS607	1699006	1699116	0.7702174594810417	0.7672680917086901	0.7771843693277858	0.702511009332296	0.8643499999432951	0.9189809431900849	-0.06770645014874566	0.09708190823460494	0.14179657386229916	0.7715566401725059	0.8286139841552254	0.057057343982719486	42884	50533	70159	1691695	0.1766708637618679	0.7446844153018632	-0.013058736197753884	0.5852967546990265	null	null	act	null
ARS609	1755891	1756045	0.03102041222155094	0.1190282360199959	0.026740761197382404	0.23405872631457544	-0.006977726487563022	0.1837801420880902	0.2030383140930245	-0.12600596250755894	0.1570393808907078	0.05892980314630975	0.13695371397170086	0.07802391082539112	0	107440	13252	1748602	1.2416740823660295	0.1688196238283531	0.03736981158774877	0.34474764666247176	rep	act	NA	null
Likely_chrVI_4	1767883	1768592	-0.8966880013405437	-0.892355382274574	-0.8850154543426675	-0.07689582258987594	0.10458221882581711	-0.17363200657804248	0.8197921787506678	0.9969376011003911	0.711383447764625	-0.8913529459859284	-0.048648536780700434	0.8427044092052279	0	119709	983	1760871	3.0050140132070378	0.010444525693982914	0.05177301307736415	0.26594689397982213	NA	NA	NA	null
ARS1405	1779907	1780138	0.06874390100610667	0.01807385072079969	0.04290901497006416	-0.23831893182520208	-0.39469483353454493	-0.22804937909903197	-0.30706283283130875	-0.41276868425534463	-0.27095839406909616	0.04324225556565684	-0.28702104815292634	-0.3302633037185832	0	131494	10760	1772656	-0.0574118746279475	0.9708141956017202	-0.0015364054554656281	0.7651808678763693	rep	NA	NA	null
ARS1406	1813035	1813331	0.5571282957539414	0.3422998785972595	0.11034162922037972	0.5183183994357433	0.4213797678851118	0.44464002785457907	-0.03880989631819809	0.07907988928785226	0.33429839863419936	0.3365899345238602	0.46144606505847807	0.12485613053461783	19034	164655	43921	1805817	0.7613507510309079	0.24709389726811562	0.07345190113485756	0.21011149115363648	null	null	rep	null
ARS1407	1840967	1841240	0.8606831685905039	0.7414744548553968	0.7381329599523196	0.8354809902010173	0.6756244652027631	0.7717744079384491	-0.025202178389486574	-0.06584998965263367	0.03364144798612945	0.7800968611327401	0.7609599544474098	-0.019136906685330267	46966	192575	71841	1833737	0.06054714384097393	0.9432807303574006	-0.0205897549001417	0.7651808678763693	null	act	null	null
Dubious_chrXIV_3	1847184	1848399	0.21962609191082025	0.19303606234883008	0.11029610433309388	0.18096181241746404	0.14713850194024608	0.17247081055354915	-0.03866427949335621	-0.045897560408584004	0.062174706220455275	0.17431941953091473	0.16685704163708642	-0.0074623778938283135	53183	199263	78529	1840425	0.47419511229845046	0.8611354809848712	-0.0014257047300789694	0.7060190819950275	NA	NA	NA	null
ARS1410	1877927	1878419	0.39169547632789997	0.22455990099882742	0.030388778891663765	0.17457748553573965	0.13325189882190425	0.04031842545007354	-0.21711799079216032	-0.09130800217692317	0.009929646558409774	0.21554805207279706	0.11604926993590581	-0.09949878213689124	83926	229645	108911	1870807	-0.7771466634943871	0.3721882271524233	-0.0018929607604480925	0.7923487097980636	null	null	null	null
ARS1411	1921004	1921241	0.7840427087635553	0.6914203520081624	0.575052022182641	0.8539775632509664	0.7145531851203502	0.5437166370263621	0.0699348544874111	0.023132833112187723	-0.03133538515627887	0.6835050276514529	0.7040824617992262	0.02057743414777332	116759	272594	151860	1913756	0.010596297984926117	0.9822141934017633	0.04159427307526542	0.36730729545930213	null	null	null	null
ARS1412	1947492	1947727	0.7739502734551995	0.4417858107362763	0.7932871539713973	0.5237418334867995	0.6040442424305414	0.3810672840829623	-0.25020843996840003	0.16225843169426513	-0.41221986988843495	0.6696744127209577	0.5029511200001011	-0.16672329272085662	90273	299081	178347	1940243	-0.5010524479139242	0.48572147838894986	0.08116091946506532	0.041193920056964387	rep	null	rep	null
ARS1413	2001696	2001942	0.4024492841259188	0.3864009469626886	0.24255007674336915	0.13027417388280876	0.3443871719634485	0.12617214874700014	-0.27217511024311003	-0.04201377499924014	-0.11637792799636901	0.34380010261065885	0.2002778315310858	-0.14352227107957305	36058	353291	232557	1994453	-0.48653518886381164	0.5165557271939466	-0.006814602810746306	0.8336644814074196	null	null	rep	null
ARS1414	2031315	2031547	0.784750904903903	0.692924976348877	0.6581459692619389	0.4620232675464368	0.46838601157388976	0.3613781693667301	-0.3227276373574662	-0.2245389647749872	-0.2967677998952088	0.7119406168382396	0.4305958161623522	-0.2813448006758874	6453	348740	262169	2024065	-0.3232832953819047	0.5760742932888605	0.06937233827773048	0.22805156878910954	null	null	rep	null
ARS1415	2073353	2073645	0.8651630711636853	0.5541838204087658	0.9399000001441904	0.9066999998108926	0.9043026076241971	0.7351425509810855	0.04153692864720726	0.3501187872154313	-0.2047574491631049	0.7864156305722139	0.8487150528053917	0.06229942223317787	26352	306672	304237	2066133	0.4386727632328782	0.2944450282161471	0.11500001454359032	0.12326641512978449	null	null	act	null
Likely_chrXIV_9	2094399	2095552	-0.05048022745257854	-0.04337634145567901	0.0027555189366926967	-0.0119670070707798	0.04473691425274935	0.006622236814798603	0.03851322038179874	0.08811325570842836	0.003866717878105906	-0.030367016657188283	0.013130714665589384	0.04349773132277767	47398	285196	325713	2087609	1.2281366292956188	0.5534655217274478	0.10190221335145422	0.041193920056964387	NA	NA	null	null
ARS1311.7	2103945	2104431	0.069628943775224	0.07494793087244034	0.010884694229176524	0.01445740181952715	0.0037003338826510452	0.024621704294971618	-0.055171541955696846	-0.07124759698978929	0.013737010065795094	0.05182052295894695	0.014259813332383272	-0.03756070962656368	56944	275983	334926	2096822	-1.718759378634375	0.3779839884852228	0.02290406818629842	0.48179803424986056	NA	NA	rep	null
ARS1417	2163703	2163932	0.7178683179876079	0.676461254513782	0.8141122473322827	0.6773174778274867	0.7014315123143403	0.6296787028727324	-0.040550840160121115	0.024970257800558282	-0.1844335444595503	0.7361472732778909	0.6694758976715198	-0.06667137560637104	91068	216354	366233	2156451	-0.21916766927095122	0.6781116490557856	0.03061172236562726	0.37560556961048663	null	null	rep	null
ARS1419	2200788	2201032	0.9253888473218801	0.6442921110561916	0.7702107302996577	0.8679238338859714	0.553352715531174	0.734252709758525	-0.05746501343590871	-0.09093939552501751	-0.03595802054113273	0.7799638962259098	0.7185097530585568	-0.06145414316735298	53968	179261	329140	2193544	-0.0699575406581543	0.9122601335252642	-0.019551783412198986	0.9436653178257379	null	rep	null	null
ARS1420	2250432	2250676	0.7174165715976637	0.7716061553176569	0.527953293615458	0.4412881200410882	0.29835636846873226	0.3941172566949105	-0.2761284515565755	-0.4732497868489246	-0.13383603692054746	0.6723253401769261	0.37792058173491033	-0.29440475844201586	4324	129617	279496	2243188	-0.5900917477949288	0.3240382541283525	-6.866041052333571e-4	0.7224614103430415	null	null	rep	null
ARS1421	2297410	2297644	0.11700523809549657	0.01770087331533432	0.052542366800790136	0.09649710563269068	0.24199080809633783	0.02393699809908867	-0.02050813246280589	0.2242899347810035	-0.028605368701701467	0.062416159403873676	0.12080830394270572	0.058392144538832055	36409	82644	232523	2290161	1.347425196424527	0.33643614932308463	-0.07302998362834257	0.9410887142066366	null	null	null	null
ARS1422	2312550	2312827	0.92146111113562	0.6610154856880792	0.6319327354431152	0.8453164557330042	0.7039106721929509	0.8846500001365333	-0.07614465540261584	0.042895186504871674	0.25271726469341804	0.7381364440889382	0.8112923760208295	0.0731559319318913	24173	67483	217362	2305322	-0.2471594310366778	0.7625309255866178	-0.10145182418832732	0.9940125385903733	NA	NA	act	null
ARS1424	2360902	2361149	0.9150027973997977	0.7888053936823722	0.798719080225114	0.7221764040089422	0.8111539918088144	0.6051707231710034	-0.1928263933908555	0.022348598126442187	-0.19354835705411055	0.834175757102428	0.7128337063295866	-0.1213420507728413	7901	19146	169025	2353659	0.7914527722247215	0.04946871762853352	-0.30203915205858034	0.07601265512777663	null	null	null	null
ARS1426	2386617	2386857	0.7631510736042039	0.5008886055827635	0.6984647277479844	0.10170107665645631	-0.0065418355595861484	0.04611289307969734	-0.6614499969477475	-0.5074304411423496	-0.6523518346682871	0.6541681356449839	0.047090711392189163	-0.6070774242527948	1616	6563	143313	2379371	-3.3201626878524984	4.802476680022666e-7	-0.7947346166452283	3.462897793555929e-12	act	null	rep	act
